user_id,product_id,rating
amzn1.account.AGJLCAFVZIEZHAIY3527BQDPDRSA,B085DVHQ57,5
amzn1.account.AHIXEXBRLAI4SHYFTBDSPH3UX2JA,B085DVHQ57,5
amzn1.account.AFNGBN6AXIGAHFB7QU5XVX6CGG5Q,B085DVHQ57,4
amzn1.account.AH23AIDNTUZUICFNK5ASIDWEFWWQ,B085DVHQ57,5
amzn1.account.AHXRXS4IHYKAEOZALXPMAD4YIJAQ,B085DVHQ57,5
amzn1.account.AETTKJ6N332RBHTIUNKOBVZNTOBQ,B085DVHQ57,5
amzn1.account.AHC5SZUXBEF33DWBFPDF5GFYU4DQ,B085DVHQ57,5
amzn1.account.AEJZIOCUZZIIS33FUQLPFAY7PRCA,B085DVHQ57,5
amzn1.account.AGPAIF5UTBWSCTGAAE7QQZ27GX4Q,B085DVHQ57,5
amzn1.account.AFZT2FF7RSH7FJ47HIW7YBMBBPSQ,B085DVHQ57,4
amzn1.account.AHYLFXMOQ5QDR63IJ3OBMDUN6T2A,B085DVHQ57,5
amzn1.account.AEBVY76VX37BNISOT4JVCH7DPZVA,B085DVHQ57,5
amzn1.account.AFWZZNGPN7FZK6OHPUMX2UZXMUWA,B085DVHQ57,5
amzn1.account.AEUGPGID6N7C4F4PRRA3DCS7NKAQ,B085DVHQ57,5
amzn1.account.AGMLDKBQ4DYFKUDNCBX2OOAULWUA,B085DVHQ57,5
amzn1.account.AHIT4OI5UWVX2UXZA6HJJJBHH56Q,B085DVHQ57,3
amzn1.account.AEAK7BMHT6KSMAJ6RDUKCZFLCJ3Q,B085DVHQ57,5
amzn1.account.AGD4R652B6LVWGSRNZ2FAGZHYMDQ,B085DVHQ57,5
amzn1.account.AGMGBUDW4OOMRFVMALY2YQUQGJCQ,B085DVHQ57,5
amzn1.account.AHXERMDTVHFW4ETG2XYAFCEMPKJQ,B085DVHQ57,5
amzn1.account.AFBAPP252EQSN23Z6V2EQOQ4KCHQ,B085DVHQ57,5
amzn1.account.AEGAWG2PWNBCINJJBEBAQE33Q6SQ,B085DVHQ57,5
amzn1.account.AGL3BCE66XS4RSV2S33ZGSVZVSWQ,B085DVHQ57,5
amzn1.account.AHQKLYCWOWWGIRFDI2YDFVEPMRYA,B085DVHQ57,5
amzn1.account.AGBADT6LPHO22KHSTKN4SBETW4DQ,B085DVHQ57,5
amzn1.account.AEL6S5CTD7OVZ7EO7ADFMYQPNONQ,B085DVHQ57,5
amzn1.account.AGOY5M6GX62437EC4GPOTU6Y4JXQ,B085DVHQ57,5
amzn1.account.AGNYHC6EWSBT4OB3GFDL4IXM742Q,B085DVHQ57,5
amzn1.account.AFGBLOPTPMMB3KTELKU74GGO635Q,B0D2Z1PJWT,5
amzn1.account.AGLSHWLS3VM2ERXE4DL7BT27EOXA,B0D2Z1PJWT,5
amzn1.account.AHRTMXAIFTOU3DZM5RTXGG3SFUUQ,B0D2Z1PJWT,5
amzn1.account.AGVG5DP7DBHPRZ2V757F36BOCEXA,B0D2Z1PJWT,5
amzn1.account.AFH3S4WUDLY5HR7UOJH6YOKSVSOA,B0D2Z1PJWT,5
amzn1.account.AHHYYC7NXC2R7XNCBBKYJFTIWDBQ,B0D2Z1PJWT,5
amzn1.account.AERPSNG6HTVVLHCSL6476T4UD2OQ,B0D2Z1PJWT,4
amzn1.account.AH2L56MPTUDGPHBHHNMBZ5OEC77A,B0D2Z1PJWT,5
amzn1.account.AFNRLAF2XJIZAUSK2DYZNL4DOE6A,B0D2Z1PJWT,5
amzn1.account.AGMM4O2QPSSSQTJP4T5RCMGFJCBQ,B0D2Z1PJWT,5
amzn1.account.AFGSHY6CDRELV6RKHSEY5YAPPZ7Q,B0D2Z1PJWT,5
amzn1.account.AHEIK3OZMAA3M6ANUWIO4T6CPJKA,B0D2Z1PJWT,5
amzn1.account.AES2DDANAYRKDKIJZLZ3S5CKKN3A,B0D2Z1PJWT,5
amzn1.account.AEGYTVZTDVIPOZ5VFYSLGZTH4MTA,B0D2Z1PJWT,5
amzn1.account.AFGEFBJOAGVSC2BFZLXJIOEV7TJQ,B0D2Z1PJWT,5
amzn1.account.AGHEMAP7BRDWDHR4IWEBOLHE7ZWA,B0D2Z1PJWT,5
amzn1.account.AHFD6AYNNLEOWXO7H6AHKBCLMVRQ,B0D2Z1PJWT,5
amzn1.account.AEJYW55WCYSLFVTLO4JNBTYAL6PQ,B0D2Z1PJWT,5
amzn1.account.AG2Y4NCQ4ME65Q6SVJB2ENDRJGWA,B0D2Z1PJWT,5
amzn1.account.AHQQVONFDMHPQREPQAG6PTX7JACQ,B0D2Z1PJWT,5
amzn1.account.AGDNBVQHQJ4P4EDEH6IROHQCQHEQ,B0D2Z1PJWT,5
amzn1.account.AG3P52ZTBPMIWQETKMHPMYUB5VIQ,B0D2Z1PJWT,5
amzn1.account.AEES4OWCIOAKILNCUTXPAMJM6NEA,B0D2Z1PJWT,5
amzn1.account.AHWZH7F25W2NIYXRIMPBMVGLB2OQ,B0D2Z1PJWT,5
amzn1.account.AFVAGXV5CD3ZGRS57G7KH2XRXYPQ,B0D2Z1PJWT,5
amzn1.account.AGVGTZMTUJSHPIOQBP6RBSWJ7Q6A,B0D2Z1PJWT,5
amzn1.account.AFXYDJJOPI5ELJG6MMA3BGNMJYXQ,B0D2Z1PJWT,5
amzn1.account.AG5VCRXQFR44XT2DQDVDK352ZN5A,B0D2Z1PJWT,5
amzn1.account.AECCIIWX5YHRLA7QHJFOK5XE4COQ,B0D2Z1PJWT,5
amzn1.account.AECWNJSLUVGFKFAL3FMP6NVWJRMA,B0D2Z1PJWT,4
amzn1.account.AGIUGADDJXLOBOOMWN7I3VESEBRA,B0D2Z1PJWT,5
amzn1.account.AE5MHA65643UENQEPJCCQHG2F4JQ,B0D2Z1PJWT,5
amzn1.account.AERC4WNXSMX4SHFCY5LXU2W5VGVQ,B0D2Z1PJWT,5
amzn1.account.AHUFYFMV5A3MNPDSGGUIK45DAMEQ,B0D2Z1PJWT,5
amzn1.account.AFXBTHTJ5SMKOMLMASUMPBQDFFNQ,B0D2Z1PJWT,5
amzn1.account.AFGZF3BEXK3HAP5O5CZCOPPS6YNQ,B0D2Z1PJWT,5
amzn1.account.AEAY4C74DSWMB3Q5YJXZNHBIKENQ,B0D2Z1PJWT,4
amzn1.account.AH5AU5E3GCJ4O6W4SQCRDYKTT3KA,B0D2Z1PJWT,5
amzn1.account.AGRU55IQTUJDQELBHVEBQMYS3GGA,B0D2Z1PJWT,5
amzn1.account.AEL5YSRJP4Q4W4EGQX6V7OVHKNPQ,B0D2Z1PJWT,5
amzn1.account.AFPBGCU6RQP3H565ZJYUZQ4MKUTQ,B0D2Z1PJWT,5
amzn1.account.AFCQ3NIF7IQOK64EIPSH7TSTU7BQ,B0D2Z1PJWT,5
amzn1.account.AGCKBJXMK3KDZY3EAD7GBHHWJSEA,B0D2Z1PJWT,5
amzn1.account.AFYQC5PMBLIUXLSOSQMZS4HEKC2Q,B0D2Z1PJWT,5
amzn1.account.AFTHJBHWJLPF6NY6S5ZJPNWXUXQA,B0D2Z1PJWT,5
amzn1.account.AEVIEH6X3L2BWPPPHP54CYS3Z7DA,B0D2Z1PJWT,5
amzn1.account.AHT7W3N4H3BW5ZJNVUMLGGKSIYXQ,B0D2Z1PJWT,5
amzn1.account.AEAYJVWURDJ327SM6PAONNK6E4NQ,B0D2Z1PJWT,5
amzn1.account.AFE7LUJS7GKXYO26DP2RTE3THSPA,B0D2Z1PJWT,5
amzn1.account.AFE3Q2ZNHRBCORYEL57OWC7JDWWA,B0D2Z1PJWT,5
amzn1.account.AH74BIJJNLBUPGTTAQQXIHJ3IF5Q,B0D2Z1PJWT,4
amzn1.account.AEEHQWJHCUEXPP36MOIE3OODUHCA,B0D2Z1PJWT,5
amzn1.account.AFISEA7CRULPCNN6Q33HKUDDGARA,B0D2Z1PJWT,5
amzn1.account.AGQGKS4EB3V3YVQRDHGT3RCWAVVQ,B0D2Z1PJWT,5
amzn1.account.AGT74O542KCOP3ABUCBGS4ET5Z2Q,B0D2Z1PJWT,5
amzn1.account.AFJXZ6TGC422XYPXCYXJ44TZZUVQ,B0D2Z1PJWT,5
amzn1.account.AF4VJH5CFTB7YUMXTEZHRDIXNBOA,B0D2Z1PJWT,5
amzn1.account.AE25UK74I575SGJNBER2COZHZPNA,B0D2Z1PJWT,5
amzn1.account.AE2CRM5EQJTDO6WSD355FABV2E6Q,B0D2Z1PJWT,5
amzn1.account.AGU73HZOPEBHDVMS6V32SNBJ6XZQ,B0D2Z1PJWT,5
amzn1.account.AHOOAKQTZQR2DSPGSWQZKV4LR2OA,B0D2Z1PJWT,5
amzn1.account.AFHYLLPFE4RKGGZNNPTLGDQ7ZIMA,B0D2Z1PJWT,5
amzn1.account.AEPF3REUBZ6XTUHLIHRR46VVLU4Q,B0D2Z1PJWT,5
amzn1.account.AEUHIM2KNY2PY3ISPLLGCQHMOE2A,B0D2Z1PJWT,5
amzn1.account.AFAG4VWUTVBAZXVHHQQTSS3SYMQA,B0D2Z1PJWT,5
amzn1.account.AERQTQL4X7G26ASHMA32EMWP5G3Q,B0D2Z1PJWT,5
amzn1.account.AF4WIFS5NRU37TF44AQES3ZRQJFQ,B0D2Z1PJWT,5
amzn1.account.AHA6TT6HE5Y3VP37NH6ME7FK3FIQ,B0D2Z1PJWT,5
amzn1.account.AFGIZZJGCVXPVA3ZURUQY5PAEEKQ,B0D2Z1PJWT,5
amzn1.account.AEDAOOF5C5MRVGNFQ3DNKCKOAJLA,B0D2Z1PJWT,5
amzn1.account.AEKDS2GTDWPOIMLV4LUVVA5WJ2BQ,B0D2Z1PJWT,5
amzn1.account.AGYH7DPSDVAN2QFP5QJQQHDVO3XA,B0D2Z1PJWT,5
amzn1.account.AEIZPCO6JUKC23IPZC2XPFY2NUVA,B0D2Z1PJWT,5
amzn1.account.AEUAJY7OL3MYHJPY6UWU3CLJD3FQ,B0D2Z1PJWT,5
amzn1.account.AEZ6CO5KDQ5CZPN6QVVOQVHVZZSA,B0D2Z1PJWT,5
amzn1.account.AGCDPCHHJ6LIOSP76YC62KQVBKCQ,B0D2Z1PJWT,5
amzn1.account.AGP4B7QYAN4RN6H6XEQYRVZKGRNQ,B0D2Z1PJWT,5
amzn1.account.AH5SM3HG6PSPAZUXIMFBLNAVGWVA,B0D2Z1PJWT,5
amzn1.account.AG7GUALIHWY3WHMIYODM2K6DJQ2A,B0D2Z1PJWT,5
amzn1.account.AHXS4N7EOOOSUZRAX5DKXB3MARJA,B0D2Z1PJWT,4
amzn1.account.AFEFVSVRQSPQFB2TGAYE7MRV46LA,B0D2Z1PJWT,5
amzn1.account.AFI25JFR2SGUHQ6TM4ZP3F7JKJNA,B0D2Z1PJWT,5
amzn1.account.AHGA2VLXMUQTJKYHKCIAFSON7WRA,B0D2Z1PJWT,5
amzn1.account.AF5JGKPCUHEI3NRLNN6QW35JH4EA,B0D2Z1PJWT,5
amzn1.account.AEMY6Z27WWT7VANMYBELFO6RG3AQ,B0D2Z1PJWT,5
amzn1.account.AG246VSZJYIDGOJICHOJPQYVEJ3A,B0D2Z1PJWT,5
amzn1.account.AEJJ5XORBMNV2UPBYIJ72FT7G7RA,B0D2Z1PJWT,5
amzn1.account.AE3D44AZI5FMOAZCRDQE7IQL365A,B0D2Z1PJWT,5
amzn1.account.AGAGZANWAXS4MQUZCYJELM6T2PEA,B0D2Z1PJWT,5
amzn1.account.AELUEVHIDJOWFRJKIDHW23RCZPXQ,B0D2Z1PJWT,5
amzn1.account.AETV2MPBPZ5VBEM67WJMFDMSVAKQ,B0D2Z1PJWT,5
amzn1.account.AEUSBSSFNIQRDKKFBHXZPKS7ADUA,B0D2Z1PJWT,5
amzn1.account.AEGCKQQKFPZAEMD2SWSRNJ5MAXEA,B0D2Z1PJWT,5
amzn1.account.AH5JNJWY3TPZHZFHLEAOHXCD66KA,B0D2Z1PJWT,5
amzn1.account.AFRKEBZHD6QYAEZIHSII42UGOILQ,B0D2Z1PJWT,5
amzn1.account.AEUDDIJXSSFO27HLVVNQJY7EZAKQ,B0D2Z1PJWT,5
amzn1.account.AEVCGVNNIRN5KKLPSBLVDKGEK6PQ,B0D2Z1PJWT,4
amzn1.account.AHVB2DD43RIIRH3R5OV7NWF6YMPA,B086KSDTQ4,5
amzn1.account.AG555Y2HF5DIY4SCUKJUKSY74LOQ,B086KSDTQ4,5
amzn1.account.AGMWACNMAG74AXBF7IJ22IOZSZPA,B086KSDTQ4,4
amzn1.account.AGP4UF2I7P6MNBQCDQU77GHZL32Q,B086KSDTQ4,5
amzn1.account.AFKKVGGBMY2X5IPJC5Z66SPKLS3Q,B086KSDTQ4,5
amzn1.account.AEJV5SY5QW2VCWOVZWCMKXNBBLSQ,B086KSDTQ4,5
amzn1.account.AHUFU72WITRN7XFRQVMDMDH5DE2Q,B086KSDTQ4,5
amzn1.account.AEJUSD7LI6OOOQ4QPMVIXQWFZBTQ,B086KSDTQ4,3
amzn1.account.AHU7ZZCB7PYAUBTJPCENPJBTXACQ,B086KSDTQ4,4
amzn1.account.AEPAHKXS3UNODAZEHYXA3IUPRGEQ,B086KSDTQ4,5
amzn1.account.AHBDEF42NTH4TSXXUFBUJVZDC4EQ,B086KSDTQ4,4
amzn1.account.AGOHPNKZQP7NYPSDOI2JIWKJNZKQ,B086KSDTQ4,4
amzn1.account.AFRAAKMS3J46SBDB2RSLO7Z36KPQ,B086KSDTQ4,5
amzn1.account.AECQQDHS6TRI3TZVNGUA3ZLI7H2Q,B086KSDTQ4,4
amzn1.account.AG4LCRDMWGW2ZY45YU2IFDNNQOVQ,B086KSDTQ4,5
amzn1.account.AGFEQCTH22ILPGXA44HAAPYY4ZIQ,B086KSDTQ4,4
amzn1.account.AEWAIT6LO5GPRXPPZWZHGH2ZHKQA,B086KSDTQ4,5
amzn1.account.AFRRWKHJEHISZM7T23FWSAEZKN4A,B086KSDTQ4,5
amzn1.account.AG7QXQRFLIMUSF7V57BRDTZ5ZPQQ,B086KSDTQ4,4
amzn1.account.AHZBHDEBFSKQVX7LE3N53GO6MBKA,B086KSDTQ4,4
amzn1.account.AH264WPVEXWGHEJ56M56A52ELIKQ,B086KSDTQ4,4
amzn1.account.AFXUEVFP3PA4BLWULK744SMEKUFQ,B086KSDTQ4,5
amzn1.account.AE55ZIIWPFZQXBWZTMHVTNDNNF3Q,B086KSDTQ4,5
amzn1.account.AEZ2DLPAZQN7Y5ER63J7ZXV7C7ZQ,B086KSDTQ4,5
amzn1.account.AHB5KANRFPWOPQKRKCVCSCZJYJAA,B086KSDTQ4,5
amzn1.account.AE6YZ5SJYMZ4ZKSFGJSEE2ZQCNRA,B086KSDTQ4,5
amzn1.account.AHNQIP7WJRII3RVQHPXDCY4BIEZA,B086KSDTQ4,5
amzn1.account.AEAUPD4V3WKGWQJ45L6Q4MLJPGLQ,B086KSDTQ4,5
amzn1.account.AF6RYKDRZT7YMDXFN4DNXGLNRJ5A,B086KSDTQ4,5
amzn1.account.AF5DUZNKTV5EBNR7AXZMLEJ3FFMQ,B086KSDTQ4,5
amzn1.account.AFLOWVRMNKU5WGKOU7ZXT7NXM5TA,B086KSDTQ4,4
amzn1.account.AFZIHLOSIL3H5YYVCRP6UD3EI6AA,B086KSDTQ4,5
amzn1.account.AE7QHKUVM7PDO5PHR7SH6OLRFVPQ,B086KSDTQ4,5
amzn1.account.AHOMDZGUNFJSNNNES5TNMWZVKXZQ,B086KSDTQ4,5
amzn1.account.AHDCXV6JCO53HLKPZXX35M25V2LQ,B086KSDTQ4,4
amzn1.account.AHXTXNHKB6FZLI5GIDNBIC42YHCQ,B086KSDTQ4,5
amzn1.account.AHT64HGC6DMPXLPXL43AP3FV242Q,B086KSDTQ4,4
amzn1.account.AFR3K2ND4NXT4BRTEP3JMGVONGJQ,B086KSDTQ4,5
amzn1.account.AEN6CUSC2LCYTWMK5Q7ROI54SD2Q,B086KSDTQ4,4
amzn1.account.AELPJMRAQ2E52PCMI3AUV7VTSUVQ,B086KSDTQ4,5
amzn1.account.AH4AWA2TBFLAFVXOUQO7E5OFZDHA,B086KSDTQ4,5
amzn1.account.AHWQSBNVML3XIPYJ42LHJINWTN5A,B086KSDTQ4,4
amzn1.account.AHP3GP26YU53TPBTFQIVCAJLG3FA,B086KSDTQ4,5
amzn1.account.AGLPTPV7B5CPJJ5DYZPBW66WC3SQ,B086KSDTQ4,4
amzn1.account.AHTYHDDSXQIPPRZH2SNV23XPV3WQ,B086KSDTQ4,5
amzn1.account.AG2DOA57ZVDRAOKZ3ZZJXTO3GNXQ,B086KSDTQ4,5
amzn1.account.AEMCX5DJ24GSOJYEEFCF62ITP5EQ,B086KSDTQ4,5
amzn1.account.AFCNLHNIGFG5A5GVUSDXLBUVH4JQ,B086KSDTQ4,5
amzn1.account.AFDVYRI5HD6JLWSYLJMPOD3VKTFA,B086KSDTQ4,5
amzn1.account.AHF2XFQ7XIZBN5XH2QAFDGMNE2UQ,B086KSDTQ4,4
amzn1.account.AFF2LYQK4HUT5FGWL66GUYST4DAA,B086KSDTQ4,5
amzn1.account.AG6MC4EIVNRFBQFILSZVPU3IRUDA,B086KSDTQ4,4
amzn1.account.AFRSSVY3X2QS7MVCQ7GCT5FVXH5A,B086KSDTQ4,5
amzn1.account.AHDGNVO4PRWBYGPG4WRUPEPAEUSQ,B086KSDTQ4,5
amzn1.account.AEYGLIHEYWDLW3HX7JBXWS265GRA,B086KSDTQ4,5
amzn1.account.AF2W6THNXHLCPU4CFOM33YBESXQA,B086KSDTQ4,4
amzn1.account.AHUJXAT2ECELXZBJGGHWSN26VXXA,B086KSDTQ4,5
amzn1.account.AHKCNFJAQKTNWIPOQU63W2PLDTUA,B086KSDTQ4,4
amzn1.account.AECPY2X7KRWLGRRT64XVZFGAS62Q,B086KSDTQ4,5
amzn1.account.AEPG6TPQDUOXYVHHS5CHUMI6XF6Q,B086KSDTQ4,5
amzn1.account.AGL3UQPNFE6GV2U3FR5RTUDC7JBQ,B086KSDTQ4,5
amzn1.account.AE2RH6RYGKSU6FV6ADR4W7JHSWMQ,B086KSDTQ4,4
amzn1.account.AGQB65O3F252YOSL53WMYVZJPFXA,B086KSDTQ4,5
amzn1.account.AEAHYGLALLYP3RFMX4CA5REUGKNQ,B086KSDTQ4,5
amzn1.account.AFSRDRJH62YAQMXSZIWZU6OVIQGA,B086KSDTQ4,5
amzn1.account.AFVQAHMXDTR45WNS44FUIRAGBGRQ,B086KSDTQ4,4
amzn1.account.AGFBC72KG2HN2OWXVDOCEJDZSSWA,B086KSDTQ4,5
amzn1.account.AEZRFMM4PTIUGYVGU3NFARR6N2UA,B086KSDTQ4,5
amzn1.account.AGBT7FJHR3T6RT5RZDXY36HFPUBA,B086KSDTQ4,5
amzn1.account.AHMJXWLD4YKOCNNMJQXSL4M45QTQ,B086KSDTQ4,5
amzn1.account.AH5H5SQBUTMI7K7RILQF7SJNWVPQ,B086KSDTQ4,5
amzn1.account.AHED4YXRRJV5USPZNTOXA4SMLCRQ,B086KSDTQ4,5
amzn1.account.AHDFOINLKVC4KWZSKS64UNAM7IVQ,B086KSDTQ4,5
amzn1.account.AHDEC2Y6TD3FQKF42TFV2WON2UBA,B086KSDTQ4,5
amzn1.account.AGBIQ3P7ZX6WHHVOLWV5ZQCNJDDA,B086KSDTQ4,5
amzn1.account.AHJKETX2YNJ45ZUXUBAUL3OWVAEA,B086KSDTQ4,5
amzn1.account.AF7XAPOPCLKLZAE3CBPO36VLOLCQ,B086KSDTQ4,5
amzn1.account.AGZR2V7MEMHSHHSC6NIEPT53TZXA,B086KSDTQ4,5
amzn1.account.AHYYI3UPPZYSXVDIJGEAGFTB65XQ,B086KSDTQ4,4
amzn1.account.AFNXTHFADV4WLJ6C7CFGPCHYDHTQ,B086KSDTQ4,4
amzn1.account.AGFJGFTGG6HHCI4PJSVHPQPFYFVA,B086KSDTQ4,5
amzn1.account.AE5DL52PUNNGZXJNEN76ALJ6JKUQ,B086KSDTQ4,5
amzn1.account.AHD5YW36QTSTPPLJGFAMJHMITBTQ,B086KSDTQ4,5
amzn1.account.AHGZUGGSTLLW5F75WIHOPGXX5BXA,B086KSDTQ4,5
amzn1.account.AEXZIHPSWXR5HXOPAM3YNJ2NIMPA,B086KSDTQ4,5
amzn1.account.AF2RQFDM62VHZGW4YOIPX4M6642A,B086KSDTQ4,5
amzn1.account.AE4MVS4EJEW6YWSAI4SFCJ36QUHQ,B086KSDTQ4,5
amzn1.account.AGKKE4KLFRZXJULHCZIM5Z4TG2VA,B086KSDTQ4,5
amzn1.account.AHOFBYSY2XMWZWEXBA6BSECDYD3A,B086KSDTQ4,5
amzn1.account.AGSLUBPYAXMALFPDRNXKFEWSZP4A,B086KSDTQ4,5
amzn1.account.AHAQTQXKL6GOCBATXKKGQSJ4K7VQ,B086KSDTQ4,5
amzn1.account.AGSRE3BE73UZTGN2PZ3BABB6RQ4A,B086KSDTQ4,5
amzn1.account.AGBIDWZJ4GSYDHOFA6UA2YUJW7TA,B086KSDTQ4,5
amzn1.account.AERITZVH4WPNDMMK7WKIEWWARMGA,B086KSDTQ4,4
amzn1.account.AHKX6CD42D6IWAJE4YJZMGQ4K7EQ,B086KSDTQ4,5
amzn1.account.AEEFRG6NFVWVRKGW7ORG3FW6UT5Q,B086KSDTQ4,5
amzn1.account.AE4NNCXUGPF6X3D5RNPZ5HIHIAYQ,B086KSDTQ4,5
